genre,title,author,average_rating,publication_year,link
history,a study of history,"Arnold J. Toynbee, D.C Somervell",4.43,1900,https://openlibrary.org/works/OL1108523W
history,the enduring vision,Paul S. Boyer,4.62,1987,https://openlibrary.org/works/OL2024851W
history,history of the decline and fall of the roman empire complete and unabridged,Edward Gibbon,4.5,1776,https://openlibrary.org/works/OL1285005W
history,naturalis historia,Pliny the Elder,3.5,1469,https://openlibrary.org/works/OL1257866W
history,david copperfield,Charles Dickens,4.46,1800,https://openlibrary.org/works/OL8662242W
history,plays 36,William Shakespeare,3.57,1623,https://openlibrary.org/works/OL362289W
history,don quijote de la mancha,Miguel de Cervantes Saavedra,3.79,1600,https://openlibrary.org/works/OL503666W
history,king henry v,William Shakespeare,3.55,1600,https://openlibrary.org/works/OL361466W
history,the history of the great plague in london in the year 1665,Daniel Defoe,3.33,1722,https://openlibrary.org/works/OL45109W
history,les contes de ma mere loye,Charles Perrault,4.0,1675,https://openlibrary.org/works/OL23869W
history,a dictionary of the english language,Samuel Johnson,2.5,1747,https://openlibrary.org/works/OL14862662W
history,doctor faustus,Christopher Marlowe,3.93,1662,https://openlibrary.org/works/OL45757W
history,the book of tea,Okakura Kakuzo,4.25,1900,https://openlibrary.org/works/OL7095112W
history,the second world war,Winston S. Churchill,3.82,1948,https://openlibrary.org/works/OL134333W
history,manifest der kommunistischen partei,"Karl Marx, Friedrich Engels",3.58,1848,https://openlibrary.org/works/OL629052W
history,memoires,Giacomo Casanova,3.29,1830,https://openlibrary.org/works/OL1156251W
history,the merchant of venice,William Shakespeare,3.96,1600,https://openlibrary.org/works/OL258758W
history,up from slavery,Booker T. Washington,4.33,1900,https://openlibrary.org/works/OL357501W
history,bury my heart at wounded knee,Dee Alexander Brown,3.76,1672,https://openlibrary.org/works/OL14864823W
history,the history of tom jones,Henry Fielding,4.0,1749,https://openlibrary.org/works/OL45623W
history,the taming of the shrew,William Shakespeare,3.28,1631,https://openlibrary.org/works/OL362690W
history,the house of mirth,Edith Wharton,4.07,1905,https://openlibrary.org/works/OL98587W
history,the souls of black folk,W. E. B. Du Bois,4.0,1903,https://openlibrary.org/works/OL28577W
history,a portrait of the artist as a young man,James Joyce,3.31,1818,https://openlibrary.org/works/OL86343W
history,principles of political economy,John Stuart Mill,5.0,1848,https://openlibrary.org/works/OL1068184W
history,the life of olaudah equiano or gustavus vassa the african,"Olaudah Equiano, Robert J. Allison, Rebecka Rutledge Fisher",4.25,1789,https://openlibrary.org/works/OL743333W
history,sapiens,"Yuval Noah Harari, Daniel Casanave, David Vandermeulen, Pierre-Emmanuel Dauzat, Joandomènec Ros i Aragonès, Andoni Sagarna, Xabier Kintana, David Casanave",4.2,2011,https://openlibrary.org/works/OL17075811W
history,study guide,SuperSummary,3.8,2019,https://openlibrary.org/works/OL21885963W
history,alls well that ends well,William Shakespeare,3.64,1734,https://openlibrary.org/works/OL362676W
history,robinson crusoe,Daniel Defoe,4.06,1719,https://openlibrary.org/works/OL45310W
history,julius caesar,William Shakespeare,3.57,1656,https://openlibrary.org/works/OL362702W
history,winters tale,William Shakespeare,3.33,1735,https://openlibrary.org/works/OL362687W
history,much ado about nothing,William Shakespeare,4.33,1600,https://openlibrary.org/works/OL362691W
history,max ernst,"Max Ernst, Werner Spies, Fabrice Hergott, Doris Krystof, Günter Metken",3.5,1956,https://openlibrary.org/works/OL2248600W
history,antony and cleopatra,William Shakespeare,3.4,1734,https://openlibrary.org/works/OL362695W
history,homage to catalonia,George Orwell,4.23,1938,https://openlibrary.org/works/OL1168169W
history,as you like it,William Shakespeare,3.53,1734,https://openlibrary.org/works/OL362698W
history,summa theologica,"Thomas Aquinas, Kennedy, Daniel Joseph, 1862-1930",4.44,1467,https://openlibrary.org/works/OL15314568W
history,an autobiography,Mohandas Karamchand Gandhi,4.16,1927,https://openlibrary.org/works/OL298031W
history,twelfth night,William Shakespeare,3.67,1734,https://openlibrary.org/works/OL362694W
history,uncle toms cabin,Harriet Beecher Stowe,4.11,1850,https://openlibrary.org/works/OL152161W
history,walden,"Henry David Thoreau, Jedidiah Britton-purdy",3.91,1854,https://openlibrary.org/works/OL55649W
history,twelve years a slave,Solomon Northup,4.44,1853,https://openlibrary.org/works/OL78871W
history,othello,William Shakespeare,3.78,1622,https://openlibrary.org/works/OL258850W
history,the travels of marco polo,Marco Polo,3.0,1818,https://openlibrary.org/works/OL15584860W
history,a vindication of rights of woman,Mary Wollstonecraft,3.38,1792,https://openlibrary.org/works/OL849186W
history,bible,Bible,3.95,1200,https://openlibrary.org/works/OL17732W
history,mein kampf,Adolf Hitler,3.98,1922,https://openlibrary.org/works/OL1067314W
history,la conquete du pain,Peter Kropotkin,4.07,1892,https://openlibrary.org/works/OL1105382W
history,il nome della rosa,Umberto Eco,4.14,1980,https://openlibrary.org/works/OL8996439W
history,the hunchback of notre dame,Victor Hugo,4.11,1831,https://openlibrary.org/works/OL15202030W
history,the daughter of time,Josephine Tey,3.44,1951,https://openlibrary.org/works/OL80947W
history,incidents in the life of a slave girl,Harriet A. Jacobs,4.0,1861,https://openlibrary.org/works/OL28623W
biography,flush,"Virginia Woolf, Eileen Atkins, Katyuli Lloyd, Jose KING, Jordi Fernando, Rafael Vázquez Zamora",3.0,1694,https://openlibrary.org/works/OL39320W
biography,a mind that found itself,Clifford Whittingham Beers,3.5,1908,https://openlibrary.org/works/OL6322288W
biography,discours de la methode,René Descartes,4.18,1644,https://openlibrary.org/works/OL1151518W
biography,the club of queer trades,Gilbert Keith Chesterton,3.23,1900,https://openlibrary.org/works/OL76325W
biography,la pere goriot,Honoré de Balzac,4.11,1800,https://openlibrary.org/works/OL85047W
biography,mrs dalloway,Virginia Woolf,3.61,1925,https://openlibrary.org/works/OL39349W
biography,tuesdays with morrie,Mitch Albom,3.85,1994,https://openlibrary.org/works/OL1822313W
biography,trotzdem ja zum leben sagen,Viktor E. Frankl,4.26,1946,https://openlibrary.org/works/OL1268413W
biography,angelas ashes,Frank McCourt,3.81,1709,https://openlibrary.org/works/OL27634W
biography,essais,"Montaigne, Michel de",3.75,1600,https://openlibrary.org/works/OL1086528W
biography,lives,Plutarch,2.83,1564,https://openlibrary.org/works/OL2521179W
biography,autobiography of a yogi,Yogananda Paramahansa,4.19,1946,https://openlibrary.org/works/OL528094W
biography,oliver twist,Charles Dickens,4.04,1822,https://openlibrary.org/works/OL8193478W
biography,les confessions,Jean-Jacques Rousseau,4.5,1782,https://openlibrary.org/works/OL80592W
biography,life on the mississippi,Mark Twain,3.83,1883,https://openlibrary.org/works/OL53959W
biography,der antichrist,Friedrich Nietzsche,3.75,1895,https://openlibrary.org/works/OL15692719W
biography,het achterhuis,Anne Frank,4.18,1944,https://openlibrary.org/works/OL266178W
biography,good wives,Louisa May Alcott,3.67,1870,https://openlibrary.org/works/OL16894032W
biography,little house in the big woods,"Laura Ingalls Wilder, Garth Williams",3.96,1932,https://openlibrary.org/works/OL1719746W
biography,bambi,Felix Salten,3.58,1926,https://openlibrary.org/works/OL4459213W
biography,arsene lupin gentlemancambrioleur,Maurice Leblanc,4.0,1907,https://openlibrary.org/works/OL1064290W
biography,poems by john keats,John Keats,4.2,1800,https://openlibrary.org/works/OL1455259W
biography,tom sawyer detective,Mark Twain,4.1,1897,https://openlibrary.org/works/OL54147W
biography,henry moore,"David Sylvester, Henry Moore, J. Hedgecoe, Alan Bowness, Herbert Edward Read, Ann Garrould",4.39,1934,https://openlibrary.org/works/OL1001044W
biography,john donne poetry,"John Donne, John Booty, P.G. Stanwood",4.67,1633,https://openlibrary.org/works/OL15420303W
biography,the story of philosophy,Will Durant,4.0,1926,https://openlibrary.org/works/OL1073898W
biography,picasso,"Pablo Picasso, Jean-Louis Andral, Pierre Daix",3.91,1926,https://openlibrary.org/works/OL145191W
biography,das schlo,Franz Kafka,4.55,1926,https://openlibrary.org/works/OL498434W
biography,moralia,Plutarch,4.2,1500,https://openlibrary.org/works/OL723491W
biography,vincent van gogh,"Vincent van Gogh, Colta Ives, Sjraar van Heugten, Marije Vellekoop, Ingo F. Walther, Rainer Metzger, Louis van Tilborgh, Johannes von Uitert, Schapiro, Meyer",4.15,1914,https://openlibrary.org/works/OL518262W
biography,anne of windy poplars,Lucy Maud Montgomery,3.62,1900,https://openlibrary.org/works/OL77751W
biography,the pilgrims progress,John Bunyan,4.33,1678,https://openlibrary.org/works/OL107195W
biography,paul klee,Paul Klee,3.73,1930,https://openlibrary.org/works/OL972930W
biography,sonnets,William Shakespeare,4.17,1609,https://openlibrary.org/works/OL362706W
biography,the jungle book,Rudyard Kipling,4.03,1893,https://openlibrary.org/works/OL19870W
biography,annes house of dreams,Lucy Maud Montgomery,3.88,1917,https://openlibrary.org/works/OL77764W
biography,anne of the island,Lucy Maud Montgomery,3.79,1826,https://openlibrary.org/works/OL77748W
science,chemistry,"Theodore L. Brown, H. Eugene Lemay, Bruce E. Bursten, Catherine Murphy, Patrick Woodward",4.38,1977,https://openlibrary.org/works/OL15130687W
science,the science of getting rich or financial success through creative thought,"Wallace D. Wattles, Ruth L Miller, Patricia J. Crane, Rick Nichols",4.17,1910,https://openlibrary.org/works/OL3792044W
science,selfknowledge,John Mason,3.8,1745,https://openlibrary.org/works/OL6384123W
science,du contrat social,Jean-Jacques Rousseau,4.25,1762,https://openlibrary.org/works/OL80609W
science,die traumdeutung,Sigmund Freud,3.87,1899,https://openlibrary.org/works/OL1069300W
science,nasadod aerospace knowledge diffusion research project,Thomas E. Pinelli,4.0,1990,https://openlibrary.org/works/OL8894965W
science,nicomachean ethics,"Aristotle, J. A. Smith, Joe Sachs, Robert C. Bartlett, Susan D. Collins, L H. G. ed Greenwood",3.83,1558,https://openlibrary.org/works/OL8273964W
science,on the beach,Nevil Shute,3.75,1957,https://openlibrary.org/works/OL2779754W
science,2001,Arthur C. Clarke,4.2,1968,https://openlibrary.org/works/OL17365W
science,principles of anatomy and physiology,"Gerard J. Tortora, Bryan H. Derrickson, Brendan Burkett, Danielle Dye, Julie Cooke, HOUGHTON MIFFLIN HARCOURT, Gregory Peoples, Tara Diversi, Mark McKean, Latika Samalia, Rebecca Mellifont, Richard G. Smith undifferentiated, Gerald J. Tortura, Sandra R. Grabowski, Tortora, Sandra Reynolds Grabowski",3.38,1975,https://openlibrary.org/works/OL1827306W
science,the book of the damned,"Charles Fort, Charles Fort",4.0,1919,https://openlibrary.org/works/OL66059W
science,dellarte della guerra,Niccolò Machiavelli,3.67,1540,https://openlibrary.org/works/OL15968W
science,de rerum natura,Titus Lucretius Carus,3.8,1486,https://openlibrary.org/works/OL1548597W
science,politika,Aristotle,3.71,1492,https://openlibrary.org/works/OL16247898W
science,the food of the gods and how it came to earth,H. G. Wells,3.2,1900,https://openlibrary.org/works/OL52195W
science,de la terre a la lune,Jules Verne,3.96,1865,https://openlibrary.org/works/OL1099479W
science,vom kriege,"Carl von Clausewitz, F. N. Maude, James John Graham",3.56,1835,https://openlibrary.org/works/OL62744W
science,the kybalion,Three Initiates,4.67,1912,https://openlibrary.org/works/OL20156281W
science,it cant happen here,Sinclair Lewis,3.74,1935,https://openlibrary.org/works/OL51145W
science,common sense,Thomas Paine,4.1,1776,https://openlibrary.org/works/OL60358W
science,das kapital,Karl Marx,4.48,1867,https://openlibrary.org/works/OL628450W
science,a dolls house,Henrik Ibsen,4.0,1889,https://openlibrary.org/works/OL16249343W
science,uber die spezielle und die allgemeine relativitatstheorie,Albert Einstein,4.33,1917,https://openlibrary.org/works/OL1214190W
science,carrie,Stephen King,3.98,1974,https://openlibrary.org/works/OL81626W
science,der zauberberg,Thomas Mann,4.23,1924,https://openlibrary.org/works/OL14866824W
science,die protestantische ethik und der geist des kapitalismus,"Max Weber, Gilbert Geis, Sebastian Guzman, James Hill, Joaquín Abellán García, Đặng Thị Nguyệt Ánh, Le Minh Ton, Tôn Lê Minh, Talcott Parsons, Benito Romero, Suzanne Barbeau, Jacques Chavy, Piero Burresi, Isabelle Kalinowski, Luis Legaz Lacambra",3.67,1700,https://openlibrary.org/works/OL1362905W
science,on the origin of species by means of natural selection,Charles Darwin,4.29,1859,https://openlibrary.org/works/OL515051W
science,the varieties of religious experience,"William James, Dr. William James, WILLIAM JAMES, James, William, William James, CrossReach Publications, James William",3.2,1817,https://openlibrary.org/works/OL1073561W
science,as a man thinketh,James Allen,4.66,1902,https://openlibrary.org/works/OL43024W
science,the murder of roger ackroyd,"Agatha Christie, Antonio Campos, Philip Grecian, Lirienne Barjavel, Mark Shanahan",4.19,1926,https://openlibrary.org/works/OL471932W
science,william wheeler hubbell authorized to apply for patents,United States. Congress. Senate. Committee on Patents,3.25,1858,https://openlibrary.org/works/OL7574091W
science,the iron heel,Jack London,3.5,1907,https://openlibrary.org/works/OL74502W
humour,a murder is announced,Agatha Christie,4.24,1950,https://openlibrary.org/works/OL471771W
humour,a caribbean mystery,"Agatha Christie, Christie",4.0,1964,https://openlibrary.org/works/OL472458W
humour,the body in the library,Agatha Christie,3.85,1942,https://openlibrary.org/works/OL471610W
humour,the murder at the vicarage,Agatha Christie,4.14,1930,https://openlibrary.org/works/OL471895W
humour,the abc murders,Agatha Christie,4.07,1936,https://openlibrary.org/works/OL471509W
humour,the devils dictionary,Ambrose Bierce,4.2,1840,https://openlibrary.org/works/OL7973273W
humour,murder on the orient express,"Agatha Christie, Fiona Beddall, Hillary Evans, Luke Davis, Alessia Rossi, Olivia Lander, Lirienne Barjavel",4.09,1933,https://openlibrary.org/works/OL471576W
humour,georges marvelous medicine,Roald Dahl,3.61,1981,https://openlibrary.org/works/OL45866W
humour,the colour of magic,Terry Pratchett,3.96,1983,https://openlibrary.org/works/OL453657W
humour,king henry iv part 1,William Shakespeare,4.0,1598,https://openlibrary.org/works/OL1348798W
humour,the secret diary of adrian mole aged 13 34,Sue Townsend,3.25,1982,https://openlibrary.org/works/OL549598W
humour,king henry iv part 2,William Shakespeare,4.0,1600,https://openlibrary.org/works/OL362697W
humour,the miserable mill,Lemony Snicket,3.89,2000,https://openlibrary.org/works/OL15104047W
humour,erewhon,Samuel Butler,2.5,1700,https://openlibrary.org/works/OL22364W
humour,the austere academy,"Lemony Snicket, Brett Helquist, Michael Kupperman",4.13,2000,https://openlibrary.org/works/OL15104126W
humour,the ersatz elevator,"Lemony Snicket, Brett Helquist, Michael Kupperman, Veronica Canales",4.06,2001,https://openlibrary.org/works/OL15104128W
humour,dirk gentlys holistic detective agency,Douglas Adams,4.0,1987,https://openlibrary.org/works/OL2163628W
humour,an abundance of katherines,John Green,3.71,2006,https://openlibrary.org/works/OL2130549W
humour,a history of new york,Washington Irving,5.0,1800,https://openlibrary.org/works/OL63871W
humour,tom sawyer abroad,Mark Twain,3.25,1894,https://openlibrary.org/works/OL413674W
humour,down under in a sunburned country,Bill Bryson,3.79,2000,https://openlibrary.org/works/OL74115W
humour,headlong hall,Thomas Love Peacock,3.0,1816,https://openlibrary.org/works/OL2713466W
humour,the vile village,"Lemony Snicket, Brett Helquist, Michael Kupperman",4.29,2001,https://openlibrary.org/works/OL15104130W
humour,the merry wives of windsor,William Shakespeare,3.0,1602,https://openlibrary.org/works/OL361595W
humour,the salmon of doubt,Douglas Adams,3.79,1995,https://openlibrary.org/works/OL2163715W
humour,castle in the air,Diana Wynne Jones,3.58,1990,https://openlibrary.org/works/OL60141W
humour,castle rackrent,"Maria Edgeworth, Richard Lovell Edgeworth",3.5,1800,https://openlibrary.org/works/OL1124049W
humour,slippery slope,"Lemony Snicket, Brett Helquist, Rose-Marie Vassallo",4.16,2003,https://openlibrary.org/works/OL27423194W
humour,a tangled tale,Lewis Carroll,5.0,1881,https://openlibrary.org/works/OL151445W
humour,the hostile hospital,"Lemony Snicket, Brett Helquist, Michael Kupperman",4.07,2001,https://openlibrary.org/works/OL15104028W
humour,diary of a provincial lady,"E. M. Delafield, Jilly Cooper, Edmée Elizabeth Dashwood",4.67,1930,https://openlibrary.org/works/OL4458124W
humour,kenilworth,Sir Walter Scott,3.67,1800,https://openlibrary.org/works/OL863804W
humour,the zombie survival guide,Max Brooks,3.89,2003,https://openlibrary.org/works/OL5969056W
humour,less,Andrew Sean Greer,3.75,2017,https://openlibrary.org/works/OL19710804W
humour,the complete adventures of charlie and willy wonka charlie and the chocolate factory charlie and the great glass elevator,Roald Dahl,3.43,1978,https://openlibrary.org/works/OL45843W
humour,teach us amelia bedelia,"Peggy Parish, Lynn Sweat",3.75,1977,https://openlibrary.org/works/OL1932956W
humour,il segreto della famiglia tenebrax,"Elisabetta Dami, Koldo Biguri, Manuel Manzano, David Nel·lo",4.62,2002,https://openlibrary.org/works/OL8115834W
humour,la citta segreta,Elisabetta Dami,4.91,2006,https://openlibrary.org/works/OL16182868W
humour,the american claimant,Mark Twain,4.0,1881,https://openlibrary.org/works/OL54153W
humour,novels hitch hikers guide to the galaxy restaurant at the end of the universe life the universe and everything so long and thanks for all the fish,Douglas Adams,4.0,1979,https://openlibrary.org/works/OL2163690W
humour,il segreto del castello scozzese,Elisabetta Dami,4.29,2009,https://openlibrary.org/works/OL17483021W
humour,the psychopath test,Jon Ronson,3.79,2011,https://openlibrary.org/works/OL16795887W
humour,literary lapses 42 stories,Stephen Leacock,3.5,1900,https://openlibrary.org/works/OL626474W
humour,the bad guys,Aaron Blabey,4.45,2016,https://openlibrary.org/works/OL17608056W
humour,the shepherds crown,"Terry Pratchett, Manuel Viciano Delibano, Paul Kidby, Laura Ellen Andersen",4.21,2015,https://openlibrary.org/works/OL17321009W
humour,works hitch hikers guide to the galaxy restaurant at the end of the universe life the universe and everything so long and thanks for all the fish mostly harmless young zaphod plays it safe,Douglas Adams,4.41,1996,https://openlibrary.org/works/OL2163706W
humour,the worst witch the worst witch 1,Jill Murphy,3.0,1974,https://openlibrary.org/works/OL496118W
humour,the second thoughts of an idle fellow,Jerome Klapka Jérôme,4.0,1898,https://openlibrary.org/works/OL1793237W
humour,stink and the worlds worst superstinky sneakers,Megan McDonald,4.75,2007,https://openlibrary.org/works/OL443629W
humour,new kid,Jerry Craft,3.75,2019,https://openlibrary.org/works/OL20152649W
humour,frenzied fiction,Stephen Leacock,5.0,1917,https://openlibrary.org/works/OL626472W
humour,lies in a mirror,Peter Charleton,3.33,2006,https://openlibrary.org/works/OL3985538W
humour,works the hitch hikers guide to the galaxy the restaurant at the end of the universe life the universe and everything so long and thanks for all the fish young zaphod plays it safe,Douglas Adams,4.0,1986,https://openlibrary.org/works/OL2163713W
humour,rabbit hill,Robert Lawson,4.5,1944,https://openlibrary.org/works/OL4234959W
humour,the humans,Matt Haig,3.58,2013,https://openlibrary.org/works/OL16805374W
humour,awful auntie,"David Walliams, Ricard Gil Giner;",3.71,1959,https://openlibrary.org/works/OL20801463W
humour,sunshine sketches of a little town,Stephen Leacock,4.5,1900,https://openlibrary.org/works/OL626383W
humour,wilt,Tom Sharpe,4.0,1976,https://openlibrary.org/works/OL32045W
humour,disneys the jungle book,Rudyard Kipling,4.33,1967,https://openlibrary.org/works/OL15127157W
humour,big nate the crowd goes wild,Lincoln Peirce,4.0,2014,https://openlibrary.org/works/OL19985138W
humour,furiously happy,Jenny Lawson,3.7,2015,https://openlibrary.org/works/OL17358376W
humour,something fresh,P. G. Wodehouse,4.0,1915,https://openlibrary.org/works/OL286548W
humour,sam dave dig a hole,Mac Barnett,4.6,2014,https://openlibrary.org/works/OL17095332W
humour,carry on jeeves,P. G. Wodehouse,4.0,1925,https://openlibrary.org/works/OL286581W
humour,tom gates,Liz Pichon,4.75,2012,https://openlibrary.org/works/OL24303233W
humour,the captain underpants extracrunchy book o fun,Dav Pilkey,4.75,2001,https://openlibrary.org/works/OL14871249W
humour,my uncle oswald,Roald Dahl,3.62,1979,https://openlibrary.org/works/OL45871W
humour,ben jonson,Ben Jonson,4.0,1631,https://openlibrary.org/works/OL1085431W
humour,the far side gallery 5,Gary Larson,4.75,1982,https://openlibrary.org/works/OL1848085W
humour,the diaries of adam and eve extracts from adams diary eves diary,Mark Twain,3.5,1953,https://openlibrary.org/works/OL53931W
memoir,memoires dhadrien,Marguerite Yourcenar,3.43,1951,https://openlibrary.org/works/OL106837W
memoir,kidnapped,Robert Louis Stevenson,3.62,1886,https://openlibrary.org/works/OL24166W
memoir,elephants can remember,Agatha Christie,4.09,1969,https://openlibrary.org/works/OL471776W
memoir,memoirs of a geisha,"Arthur Golden, Arthur Golden, Arthur Golden",3.96,1997,https://openlibrary.org/works/OL1856675W
memoir,poems,William Wordsworth,3.75,1807,https://openlibrary.org/works/OL26386W
memoir,john barleycorn,Jack London,4.8,1913,https://openlibrary.org/works/OL144798W
memoir,the house of the dead,Фёдор Михайлович Достоевский,4.4,1881,https://openlibrary.org/works/OL166970W
memoir,cranford,Elizabeth Cleghorn Gaskell,4.0,1853,https://openlibrary.org/works/OL1103093W
memoir,the works of washington irving,Washington Irving,4.0,1800,https://openlibrary.org/works/OL63910W
memoir,pensees,"Blaise Pascal, Philippe Sellier, William Finlayson Trotter, T. S. Eliot, Blaise Perier, Margival Henri, H. F. Stewart",4.0,1670,https://openlibrary.org/works/OL1262495W
memoir,essays,Francis Bacon,3.64,1618,https://openlibrary.org/works/OL69382W
memoir,ramayana a holy bible of india,"Vālmīki, Robert P. Goldman, Rosalind Lefeber, Sheldon I. Pollock",4.24,1823,https://openlibrary.org/works/OL308980W
memoir,paula,Isabel Allende,3.75,1994,https://openlibrary.org/works/OL1905373W
memoir,on writing,Stephen King,4.14,1999,https://openlibrary.org/works/OL81601W
memoir,memoires dune jeune fille rangee,Simone de Beauvoir,2.83,1900,https://openlibrary.org/works/OL260382W
memoir,the complete poetical works,Robert Burns,4.0,1786,https://openlibrary.org/works/OL766052W
memoir,saint francis of assisi,"Gilbert Keith Chesterton, Doyle Kim, Chesterton Books Staff, S. C. G. Jerome",3.5,1923,https://openlibrary.org/works/OL76399W
memoir,satyricon,Petronius,3.78,1575,https://openlibrary.org/works/OL503861W
memoir,miltons poems,John Milton,3.43,1605,https://openlibrary.org/works/OL810990W
memoir,agnes grey,Anne Brontë,4.15,1847,https://openlibrary.org/works/OL2462427W
memoir,domestic medicine,"William Buchan M.D., William Nisbet",5.0,1769,https://openlibrary.org/works/OL3715685W
memoir,my secret life,"Walter, Anonymous",4.8,1966,https://openlibrary.org/works/OL264676W
memoir,speak memory,"Vladimir Nabokov, Vladimir Nabokov",3.75,1951,https://openlibrary.org/works/OL627083W
memoir,the lady of the lake,Sir Walter Scott,3.64,1800,https://openlibrary.org/works/OL863809W
memoir,la nuit,Elie Wiesel,4.34,1955,https://openlibrary.org/works/OL14856842W
memoir,the mysteries of udolpho,Ann Radcliffe,3.33,1794,https://openlibrary.org/works/OL695211W
memoir,memorabilia,Xenophon,3.32,1650,https://openlibrary.org/works/OL687223W
memoir,moll flanders,Daniel Defoe,3.75,1722,https://openlibrary.org/works/OL45139W
memoir,visage vole,"Latifa, Chekeba Hachemi, Mercè Ubach Dorca",2.1,2001,https://openlibrary.org/works/OL5798945W
memoir,down and out in paris and london,George Orwell,4.12,1933,https://openlibrary.org/works/OL1168030W
memoir,autobiography,John Stuart Mill,4.0,1873,https://openlibrary.org/works/OL1068072W
memoir,maus i,Art Spiegelman,4.5,1986,https://openlibrary.org/works/OL2056818W
memoir,comus,John Milton,3.28,1738,https://openlibrary.org/works/OL810989W
memoir,wild swans,Jung Chang,4.44,1991,https://openlibrary.org/works/OL15845961W
memoir,the poetical works of sir walter scott,Sir Walter Scott,3.86,1800,https://openlibrary.org/works/OL863810W
memoir,memoirs of a revolutionist,Peter Kropotkin,5.0,1899,https://openlibrary.org/works/OL1105384W
memoir,a long way gone,Ishmael Beah,4.11,2007,https://openlibrary.org/works/OL8034119W
memoir,wasted,Marya Hornbacher,4.43,1998,https://openlibrary.org/works/OL2679254W
memoir,going solo,Roald Dahl,4.12,1986,https://openlibrary.org/works/OL45875W
memoir,de lesprit des lois,Charles-Louis de Secondat baron de La Brède et de Montesquieu,3.5,1748,https://openlibrary.org/works/OL453554W
memoir,a princess remembers,"Gayatri Devi, Santha Rama Rau",2.8,1976,https://openlibrary.org/works/OL3217399W
memoir,darkness visible,William Styron,3.75,1990,https://openlibrary.org/works/OL86538W
memoir,wieland,Charles Brockden Brown,5.0,1798,https://openlibrary.org/works/OL1501978W
memoir,the liars club,Mary Karr,4.22,1995,https://openlibrary.org/works/OL2745581W
memoir,kommandant in auschwitz,Rudolf Höss,5.0,1956,https://openlibrary.org/works/OL2969387W
memoir,two years before the mast,Richard Henry Dana,4.33,1000,https://openlibrary.org/works/OL1815550W
memoir,shoe dog,Phil Knight,4.54,2016,https://openlibrary.org/works/OL17825802W
memoir,rivers end,Nora Roberts,3.29,1999,https://openlibrary.org/works/OL111471W
memoir,hillbilly elegy,J. D. Vance,3.71,2016,https://openlibrary.org/works/OL17357665W
memoir,a stolen life,Jaycee Lee Dugard,3.64,2011,https://openlibrary.org/works/OL15951491W
memoir,gender queer,Maia Kobabe,4.07,2019,https://openlibrary.org/works/OL21337755W
memoir,the woman warrior,Maxine Hong Kingston,3.78,1976,https://openlibrary.org/works/OL1822441W
memoir,go ask alice,Beatrice Sparks,3.65,1971,https://openlibrary.org/works/OL264729W
memoir,aus meinem leben,Johann Wolfgang von Goethe,3.0,1800,https://openlibrary.org/works/OL52470W
memoir,the works of horace,Horace,3.45,1681,https://openlibrary.org/works/OL88218W
memoir,melmoth the wanderer,Charles Robert Maturin,4.5,1820,https://openlibrary.org/works/OL2458892W
memoir,a piece of cake,Cupcake Brown,5.0,2005,https://openlibrary.org/works/OL5823995W
memoir,thirteen days,Robert F. Kennedy,4.67,1969,https://openlibrary.org/works/OL2011065W
memoir,la dame aux camelias novel,Alexandre Dumas fils,4.25,1848,https://openlibrary.org/works/OL259509W
memoir,the newcomes,William Makepeace Thackeray,4.0,1853,https://openlibrary.org/works/OL16312W
memoir,diarios de motocicleta,"Che Guevara, Ann Wright, Ernesto; Wright, Ann (translator) Guevara, Aleida Guevara, Walter Salles, Cintio Vitier",3.36,1993,https://openlibrary.org/works/OL63457W
memoir,the private memoirs and confessions of a justified sinner with a detail of curious traditionary facts and other evidence by the editor,"James Hogg, Ian Rankin, Wain, John.",3.67,1824,https://openlibrary.org/works/OL240077W
memoir,unfinished,Priyanka Chopra Jonas,4.0,2021,https://openlibrary.org/works/OL24206176W
memoir,stone butch blues,Leslie Feinberg,4.61,1993,https://openlibrary.org/works/OL1868110W
memoir,manon lescaut,"Abbé Prévost, F. C. Green, felix crespo, Pr&eacute",4.0,1734,https://openlibrary.org/works/OL1132652W
memoir,the song of hiawatha and other poems,Henry Wadsworth Longfellow,3.8,1800,https://openlibrary.org/works/OL495934W
memoir,lettres persanes,"Charles-Louis de Secondat baron de La Brède et de Montesquieu, John Davidson, Carlos Cantueso",3.5,1721,https://openlibrary.org/works/OL453553W
